title,rating,feature
May December,6.665,twenty year notorious tabloid romance grip nation married couple buckle pressure actress arrive research film past drama todd haynes natalie portman julianne moore charles melton cory michael smith
The Holdovers,7.7,curmudgeonly instructor new england prep school force remain campus christmas break babysit handful student nowhere go eventually form unlikely bond one — damage brainy troublemaker — school ’ head cook lose son vietnam comedy drama alexander payne paul giamatti dominic sessa da'vine joy randolph carrie preston
Blink Twice,6.695,tech billionaire slater king meet cocktail waitress frida fundraise gala invite join friend dream vacation private island despite epic setting beautiful people everflowing champagne latenight dance party frida sense something sinister hide beneath island ’ lush façade mystery thriller zoë kravitz naomi ackie channing tatum alia shawkat christian slater
Stopmotion,6.561,ella blake stopmotion animator struggle control demon loss overbear mother embark upon creation film become battleground sanity ella ’ mind start fracture character project take life horror robert morgan aisling franciosi stella gonet tom york therica wilson-read
Mortal Kombat Legends: Battle of the Realms,7.621,earthrealm hero must journey outworld fight survival homeland invade force evil warlord shao kahn tournament end tournament final mortal kombat animation action fantasy ethan spaulding jordan rodrigues jennifer carpenter joel mchale patrick seitz
Dead for a Dollar,5.874,1897 veteran bounty hunter max borlund deep mexico encounter professional gambler outlaw joe cribbens — sworn enemy send prison year max mission find return rachel kidd wife wealthy businessman story tell max abduct buffalo soldier elijah jones max ultimately face showdown save honor western thriller action walter hill christoph waltz willem dafoe rachel brosnahan hamish linklater
The Idea of You,7.401,40yearold single mom solène begin unexpected romance 24yearold hayes campbell lead singer august moon hot boy band planet begin whirlwind romance long hayes superstar status pose unavoidable challenge relationship solène soon discovers life glare spotlight might bargain romance drama comedy michael showalter anne hathaway nicholas galitzine ella rubin annie mumolo
Players,6.078,new york sportswriter mack spend year devise successful hookup play friend unexpectedly fall one target must learn take go simply score play keep romance comedy trish sie gina rodriguez damon wayans jr. tom ellis augustus prew
Butcher's Crossing,5.967,1870s young harvard dropout seek destiny west tie fate team buffalo hunter lead man name miller together embark harrow journey risk life sanity western drama gabe polsky nicolas cage fred hechinger jeremy bobb paul raci
Jerry & Marge Go Large,7.35,remarkable true story retiree jerry selbee discover mathematical loophole massachusetts lottery help wife marge win 27 million dollar use money revive small michigan town comedy drama david frankel bryan cranston annette bening rainn wilson larry wilmore
Unfrosted,5.299,time milk cereal rule breakfast fierce corporate battle begin revolutionary new pastry comedy history jerry seinfeld jerry seinfeld melissa mccarthy jim gaffigan hugh grant
Rumble Through the Dark,6.186,dark landscape mississippi delta former bareknuckle fighter must win one last fight pay debt local mob bos save childhood home—the stake nothing less life death thriller action parker phillips aaron eckhart bella thorne marianne jean-baptiste ritchie coster
Perfect Addiction,6.745,female boxing trainer discovers champion cagefighter boyfriend cheat sister decide seek revenge train archrival challenge drama romance castille landon kiana madeira ross butler matthew noszka bree winslow
Baghead,6.591,follow death estranged father iris learns inherit rundown centuriesold pub travel berlin identify father ’ body meet solicitor discuss estate little know deed sign become inextricably tie unspeakable entity reside pub ’ basement – baghead – shapeshifting creature transform dead horror alberto corredor freya allan jeremy irvine ruby barker peter mullan
Extraction Point,5.4,alien visitor must race time reach extraction point ufo force crash earth science fiction action thriller franklin correa tara london franklin correa farid jamal khan bryan c. king
State of Siege: Temple Attack,6.194,base true incident 2002 terrorist attack gujarat akshardham temple story revolve around bravery nsg commando stand country people bad time action drama ken ghosh akshaye khanna gautam rode vivek dahiya abhimanyu singh
"The Good, the Bart, and the Loki",7.272,loki banish asgard must face tough opponent yet simpson springfield ’ mighty hero god mischief team bart simpson ultimate crossover event pay tribute marvel cinematic universe superheroes villain animation comedy family david silverman tom hiddleston dan castellaneta nancy cartwright yeardley smith
The Enforcer,7.013,noir thriller set miami film follow enforcer discover femme fatale bos branch cyber sex trafficking put young runaway befriend risk sacrifice everything save young girl deadly organization spend life building action crime drama richard hughes antonio banderas kate bosworth mojean aria alexis ren
Role Play,6.0,emma wonderful husband two kid suburb new jersey – also secret life assassin hire – secret husband david discovers couple decide spice marriage little role play action comedy romance thomas vincent kaley cuoco david oyelowo bill nighy connie nielsen
Rebel Moon - Part One: A Child of Fire,6.329,ruthless force motherworld threaten quiet farming village distant moon mysterious outsider become best hope survival science fiction drama action zack snyder sofia boutella michiel huisman ed skrein djimon hounsou
The Iron Claw,7.554,true story inseparable von erich brother make history intensely competitive world professional wrestling early 1980s tragedy triumph shadow domineering father coach brother seek largerthanlife immortality big stage sport history drama sean durkin zac efron jeremy allen white harris dickinson stanley simons
Death Alley,5.318,1892 dalton gang set become famous outlaw america dream would become nightmare western action nicholas barton delno ebie nicholas barton corey cannon julia grace anderson
